pathway	Description	p.Val	FDR	Phenotype
GO_EMBRYONIC_CAMERA_TYPE_EYE_FORMATION	GO_EMBRYONIC_CAMERA_TYPE_EYE_FORMATION	0.00456819286084691	0.194871675234089	1
GO_NEGATIVE_REGULATION_OF_NERVOUS_SYSTEM_DEVELOPMENT	GO_NEGATIVE_REGULATION_OF_NERVOUS_SYSTEM_DEVELOPMENT	0.00464948749240353	0.194871675234089	1
GO_NEGATIVE_REGULATION_OF_PROTEIN_MODIFICATION_PROCESS	GO_NEGATIVE_REGULATION_OF_PROTEIN_MODIFICATION_PROCESS	0.00465068458350632	0.194871675234089	1
GO_REGULATION_OF_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR	GO_REGULATION_OF_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR	0.00466076289425139	0.194871675234089	1
GO_CYTOSKELETON_DEPENDENT_INTRACELLULAR_TRANSPORT	GO_CYTOSKELETON_DEPENDENT_INTRACELLULAR_TRANSPORT	0.00466076289425139	0.194871675234089	1
GO_NUCLEOSOME_ORGANIZATION	GO_NUCLEOSOME_ORGANIZATION	0.00466076289425139	0.194871675234089	1
GO_CELLULAR_RESPONSE_TO_ENDOGENOUS_STIMULUS	GO_CELLULAR_RESPONSE_TO_ENDOGENOUS_STIMULUS	0.00474509168633577	0.197301436637365	1
GO_NEGATIVE_REGULATION_OF_GENE_EXPRESSION_EPIGENETIC	GO_NEGATIVE_REGULATION_OF_GENE_EXPRESSION_EPIGENETIC	0.00481484560514819	0.199101802331567	1
GO_POSITIVE_REGULATION_OF_STEM_CELL_PROLIFERATION	GO_POSITIVE_REGULATION_OF_STEM_CELL_PROLIFERATION	0.00486237714398314	0.19996858134217	1
GO_MICROTUBULE_BASED_TRANSPORT	GO_MICROTUBULE_BASED_TRANSPORT	0.00491590843686109	0.20107134182509	1
GO_REGULATION_OF_TRANS_SYNAPTIC_SIGNALING	GO_REGULATION_OF_TRANS_SYNAPTIC_SIGNALING	0.00495732171820338	0.201669206763236	1
GO_NEGATIVE_REGULATION_OF_HISTONE_MODIFICATION	GO_NEGATIVE_REGULATION_OF_HISTONE_MODIFICATION	0.00521355185594068	0.209341600769925	1
GO_POSITIVE_REGULATION_OF_CELLULAR_COMPONENT_BIOGENESIS	GO_POSITIVE_REGULATION_OF_CELLULAR_COMPONENT_BIOGENESIS	0.00522524393809754	0.209341600769925	1
GO_PEPTIDYL_LYSINE_METHYLATION	GO_PEPTIDYL_LYSINE_METHYLATION	0.00531137817938634	0.209341600769925	1
GO_ORGANELLE_FISSION	GO_ORGANELLE_FISSION	0.00535590035465207	0.209341600769925	1
GO_EYELID_DEVELOPMENT_IN_CAMERA_TYPE_EYE	GO_EYELID_DEVELOPMENT_IN_CAMERA_TYPE_EYE	0.00536844657834116	0.209341600769925	1
GO_ECTODERMAL_PLACODE_DEVELOPMENT	GO_ECTODERMAL_PLACODE_DEVELOPMENT	0.00536844657834116	0.209341600769925	1
GO_HISTONE_H3_K36_METHYLATION	GO_HISTONE_H3_K36_METHYLATION	0.00536844657834116	0.209341600769925	1
GO_AXO_DENDRITIC_PROTEIN_TRANSPORT	GO_AXO_DENDRITIC_PROTEIN_TRANSPORT	0.00536844657834116	0.209341600769925	1
GO_REGULATION_OF_NUCLEAR_DIVISION	GO_REGULATION_OF_NUCLEAR_DIVISION	0.00545681509209035	0.21169067207769	1
GO_CHROMATIN_ASSEMBLY_OR_DISASSEMBLY	GO_CHROMATIN_ASSEMBLY_OR_DISASSEMBLY	0.00559858932989843	0.216076837419567	1
GO_POSITIVE_REGULATION_OF_OSSIFICATION	GO_POSITIVE_REGULATION_OF_OSSIFICATION	0.00568839532459451	0.218422771494379	1
GO_RESPONSE_TO_HYDROGEN_PEROXIDE	GO_RESPONSE_TO_HYDROGEN_PEROXIDE	0.00584310861968032	0.223224545541696	1
GO_REGULATION_OF_NEURAL_PRECURSOR_CELL_PROLIFERATION	GO_REGULATION_OF_NEURAL_PRECURSOR_CELL_PROLIFERATION	0.0059335714272848	0.225535649301744	1
GO_NEGATIVE_REGULATION_OF_GLIAL_CELL_PROLIFERATION	GO_NEGATIVE_REGULATION_OF_GLIAL_CELL_PROLIFERATION	0.00622802933525434	0.233194770035443	1
GO_NEGATIVE_REGULATION_OF_CATECHOLAMINE_SECRETION	GO_NEGATIVE_REGULATION_OF_CATECHOLAMINE_SECRETION	0.00622802933525434	0.233194770035443	1
GO_HISTONE_H3_K9_DEMETHYLATION	GO_HISTONE_H3_K9_DEMETHYLATION	0.00622802933525434	0.233194770035443	1
GO_TELENCEPHALON_DEVELOPMENT	GO_TELENCEPHALON_DEVELOPMENT	0.00631726028131902	0.234353282050783	1
GO_SIGNAL_RELEASE	GO_SIGNAL_RELEASE	0.00632124850602032	0.234353282050783	1
GO_POSITIVE_REGULATION_OF_AXON_EXTENSION	GO_POSITIVE_REGULATION_OF_AXON_EXTENSION	0.00635706796692633	0.234525948622978	1
GO_MUSCLE_HYPERTROPHY	GO_MUSCLE_HYPERTROPHY	0.0064448280411511	0.236603784574162	1
GO_MONOAMINE_TRANSPORT	GO_MONOAMINE_TRANSPORT	0.00671107428771732	0.243740300764892	1
GO_POSITIVE_REGULATION_OF_AXONOGENESIS	GO_POSITIVE_REGULATION_OF_AXONOGENESIS	0.00671107428771732	0.243740300764892	1
GO_AUTONOMIC_NERVOUS_SYSTEM_DEVELOPMENT	GO_AUTONOMIC_NERVOUS_SYSTEM_DEVELOPMENT	0.00676876466381376	0.243740300764892	1
GO_SYNAPTIC_VESICLE_TRANSPORT	GO_SYNAPTIC_VESICLE_TRANSPORT	0.00676876466381376	0.243740300764892	1
GO_HISTONE_METHYLATION	GO_HISTONE_METHYLATION	0.00681098971652234	0.244092898126415	1
GO_NEGATIVE_REGULATION_OF_CELL_DEVELOPMENT	GO_NEGATIVE_REGULATION_OF_CELL_DEVELOPMENT	0.0068933474377681	0.245873615244752	1
GO_REGULATION_OF_ACTOMYOSIN_STRUCTURE_ORGANIZATION	GO_REGULATION_OF_ACTOMYOSIN_STRUCTURE_ORGANIZATION	0.00698450773715918	0.247950024669151	1
GO_REGULATION_OF_SHORT_TERM_NEURONAL_SYNAPTIC_PLASTICITY	GO_REGULATION_OF_SHORT_TERM_NEURONAL_SYNAPTIC_PLASTICITY	0.00714587588590801	0.248980842209924	1
GO_REGULATION_OF_PLASMA_MEMBRANE_ORGANIZATION	GO_REGULATION_OF_PLASMA_MEMBRANE_ORGANIZATION	0.00714587588590801	0.248980842209924	1
GO_PROTEIN_AUTOPROCESSING	GO_PROTEIN_AUTOPROCESSING	0.00714587588590801	0.248980842209924	1
GO_MAINTENANCE_OF_SYNAPSE_STRUCTURE	GO_MAINTENANCE_OF_SYNAPSE_STRUCTURE	0.00714587588590801	0.248980842209924	1
GO_REGULATION_OF_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	GO_REGULATION_OF_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	0.00722780499939377	0.250674932836117	1
GO_ORGANELLE_LOCALIZATION	GO_ORGANELLE_LOCALIZATION	0.00737219086375432	0.254509671745941	1
GO_CEREBELLAR_CORTEX_DEVELOPMENT	GO_CEREBELLAR_CORTEX_DEVELOPMENT	0.00763881632128738	0.260134532280583	1
GO_ANTEROGRADE_AXONAL_TRANSPORT	GO_ANTEROGRADE_AXONAL_TRANSPORT	0.00763881632128738	0.260134532280583	1
GO_POSITIVE_REGULATION_OF_BIOMINERALIZATION	GO_POSITIVE_REGULATION_OF_BIOMINERALIZATION	0.00763881632128738	0.260134532280583	1
GO_REGULATION_OF_CELLULAR_AMIDE_METABOLIC_PROCESS	GO_REGULATION_OF_CELLULAR_AMIDE_METABOLIC_PROCESS	0.00769107008578152	0.260734204799963	1
GO_MITOTIC_NUCLEAR_DIVISION	GO_MITOTIC_NUCLEAR_DIVISION	0.00774655233417165	0.261437456802582	1
GO_TRANSMEMBRANE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_SIGNALING_PATHWAY	GO_TRANSMEMBRANE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_SIGNALING_PATHWAY	0.00779882125067118	0.262026467556033	1
GO_REGULATION_OF_BIOMINERALIZATION	GO_REGULATION_OF_BIOMINERALIZATION	0.00784872511911974	0.262309676625114	1
GO_RESPONSE_TO_IONIZING_RADIATION	GO_RESPONSE_TO_IONIZING_RADIATION	0.00788594789187632	0.262309676625114	1
GO_REGULATION_OF_HISTONE_MODIFICATION	GO_REGULATION_OF_HISTONE_MODIFICATION	0.0081142867684533	0.262309676625114	1
GO_REGULATION_OF_NUCLEOBASE_CONTAINING_COMPOUND_TRANSPORT	GO_REGULATION_OF_NUCLEOBASE_CONTAINING_COMPOUND_TRANSPORT	0.00812093471348015	0.262309676625114	1
GO_GANGLION_DEVELOPMENT	GO_GANGLION_DEVELOPMENT	0.00812093471348015	0.262309676625114	1
GO_SEROTONIN_TRANSPORT	GO_SEROTONIN_TRANSPORT	0.00812093471348015	0.262309676625114	1
GO_PEPTIDYL_THREONINE_DEPHOSPHORYLATION	GO_PEPTIDYL_THREONINE_DEPHOSPHORYLATION	0.00812093471348015	0.262309676625114	1
GO_ENDOPLASMIC_RETICULUM_TUBULAR_NETWORK_ORGANIZATION	GO_ENDOPLASMIC_RETICULUM_TUBULAR_NETWORK_ORGANIZATION	0.00812093471348015	0.262309676625114	1
GO_SYNAPTIC_VESICLE_CLUSTERING	GO_SYNAPTIC_VESICLE_CLUSTERING	0.00812093471348015	0.262309676625114	1
GO_REGULATION_OF_DENDRITE_MORPHOGENESIS	GO_REGULATION_OF_DENDRITE_MORPHOGENESIS	0.00846224045318334	0.271007751704927	1
GO_CONTRACTILE_ACTIN_FILAMENT_BUNDLE_ASSEMBLY	GO_CONTRACTILE_ACTIN_FILAMENT_BUNDLE_ASSEMBLY	0.00846224045318334	0.271007751704927	1
GO_POSITIVE_REGULATION_OF_INTRACELLULAR_TRANSPORT	GO_POSITIVE_REGULATION_OF_INTRACELLULAR_TRANSPORT	0.00863625071635162	0.275408571573145	1
GO_RESPONSE_TO_ENDOGENOUS_STIMULUS	GO_RESPONSE_TO_ENDOGENOUS_STIMULUS	0.00870504560485702	0.276431110642	1
GO_REGULATION_OF_SUPRAMOLECULAR_FIBER_ORGANIZATION	GO_REGULATION_OF_SUPRAMOLECULAR_FIBER_ORGANIZATION	0.00879114463355193	0.276793597706072	1
GO_NEGATIVE_REGULATION_OF_ION_TRANSPORT	GO_NEGATIVE_REGULATION_OF_ION_TRANSPORT	0.00882679556862307	0.276793597706072	1
GO_POSITIVE_REGULATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY	GO_POSITIVE_REGULATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY	0.00882679556862307	0.276793597706072	1
GO_REGULATION_OF_CELL_POPULATION_PROLIFERATION	GO_REGULATION_OF_CELL_POPULATION_PROLIFERATION	0.00894431320571489	0.27931494268137	1
GO_REGULATION_OF_MICROTUBULE_POLYMERIZATION	GO_REGULATION_OF_MICROTUBULE_POLYMERIZATION	0.00906247685764362	0.281835540622421	1
GO_POSITIVE_REGULATION_OF_HISTONE_H3_K4_METHYLATION	GO_POSITIVE_REGULATION_OF_HISTONE_H3_K4_METHYLATION	0.00915216787507458	0.282291866507423	1
GO_REGULATION_OF_CLATHRIN_DEPENDENT_ENDOCYTOSIS	GO_REGULATION_OF_CLATHRIN_DEPENDENT_ENDOCYTOSIS	0.00915216787507458	0.282291866507423	1
GO_SYNAPSE_ORGANIZATION	GO_SYNAPSE_ORGANIZATION	0.00923555254836797	0.283701095832724	1
GO_REGULATION_OF_NEUROTRANSMITTER_LEVELS	GO_REGULATION_OF_NEUROTRANSMITTER_LEVELS	0.00939906127074611	0.287550142779005	1
GO_VESICLE_LOCALIZATION	GO_VESICLE_LOCALIZATION	0.009445908952235	0.287813403945428	1
GO_AMINE_TRANSPORT	GO_AMINE_TRANSPORT	0.00978163248355314	0.296840992222665	1
GO_HINDBRAIN_DEVELOPMENT	GO_HINDBRAIN_DEVELOPMENT	0.00984257363689621	0.297283190822332	1
GO_REGULATION_OF_INTRACELLULAR_TRANSPORT	GO_REGULATION_OF_INTRACELLULAR_TRANSPORT	0.00987520564783191	0.297283190822332	1
GO_REGULATION_OF_NEURONAL_SYNAPTIC_PLASTICITY	GO_REGULATION_OF_NEURONAL_SYNAPTIC_PLASTICITY	0.0100919867858166	0.302567219488533	1
GO_MRNA_3_END_PROCESSING	GO_MRNA_3_END_PROCESSING	0.0101311372988454	0.302567219488533	1
GO_NEGATIVE_REGULATION_OF_PEPTIDYL_LYSINE_ACETYLATION	GO_NEGATIVE_REGULATION_OF_PEPTIDYL_LYSINE_ACETYLATION	0.0102385508484137	0.304566536304987	1
GO_POSITIVE_REGULATION_OF_CELL_POPULATION_PROLIFERATION	GO_POSITIVE_REGULATION_OF_CELL_POPULATION_PROLIFERATION	0.0104330561270355	0.309130631543579	1
GO_POSITIVE_REGULATION_OF_CELL_CYCLE_PROCESS	GO_POSITIVE_REGULATION_OF_CELL_CYCLE_PROCESS	0.0109025375144683	0.321774499348583	1
GO_SUPRAMOLECULAR_FIBER_ORGANIZATION	GO_SUPRAMOLECULAR_FIBER_ORGANIZATION	0.0109707909534142	0.321862135461485	1
GO_REGULATION_OF_EXOCYTOSIS	GO_REGULATION_OF_EXOCYTOSIS	0.0109910402356632	0.321862135461485	1
GO_POSITIVE_REGULATION_OF_CELL_MORPHOGENESIS_INVOLVED_IN_DIFFERENTIATION	GO_POSITIVE_REGULATION_OF_CELL_MORPHOGENESIS_INVOLVED_IN_DIFFERENTIATION	0.0112217968295153	0.326866025698184	1
GO_CELL_DIFFERENTIATION_IN_HINDBRAIN	GO_CELL_DIFFERENTIATION_IN_HINDBRAIN	0.0113790723801387	0.326866025698184	1
GO_G_PROTEIN_COUPLED_ACETYLCHOLINE_RECEPTOR_SIGNALING_PATHWAY	GO_G_PROTEIN_COUPLED_ACETYLCHOLINE_RECEPTOR_SIGNALING_PATHWAY	0.0113790723801387	0.326866025698184	1
GO_SYNAPTIC_VESICLE_PRIMING	GO_SYNAPTIC_VESICLE_PRIMING	0.0113790723801387	0.326866025698184	1
GO_NEGATIVE_REGULATION_OF_CHROMATIN_SILENCING	GO_NEGATIVE_REGULATION_OF_CHROMATIN_SILENCING	0.0113790723801387	0.326866025698184	1
GO_REGULATION_OF_REGULATED_SECRETORY_PATHWAY	GO_REGULATION_OF_REGULATED_SECRETORY_PATHWAY	0.0115126530447031	0.329445729332455	1
GO_REGULATION_OF_DNA_RECOMBINATION	GO_REGULATION_OF_DNA_RECOMBINATION	0.011609812500643	0.329718675018261	1
GO_NEGATIVE_REGULATION_OF_PROTEIN_BINDING	GO_NEGATIVE_REGULATION_OF_PROTEIN_BINDING	0.011609812500643	0.329718675018261	1
GO_RESPONSE_TO_REACTIVE_OXYGEN_SPECIES	GO_RESPONSE_TO_REACTIVE_OXYGEN_SPECIES	0.0117051073860074	0.33021278353098	1
GO_CELLULAR_COMPONENT_MAINTENANCE	GO_CELLULAR_COMPONENT_MAINTENANCE	0.0117588394879488	0.33021278353098	1
GO_NEGATIVE_REGULATION_OF_DNA_BINDING	GO_NEGATIVE_REGULATION_OF_DNA_BINDING	0.0117588394879488	0.33021278353098	1
GO_NEGATIVE_REGULATION_OF_NEURON_DIFFERENTIATION	GO_NEGATIVE_REGULATION_OF_NEURON_DIFFERENTIATION	0.0119502421426267	0.334340231841668	1
GO_CENTROMERE_COMPLEX_ASSEMBLY	GO_CENTROMERE_COMPLEX_ASSEMBLY	0.0123474876225335	0.343538770862217	1
GO_NEGATIVE_REGULATION_OF_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY	GO_NEGATIVE_REGULATION_OF_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY	0.0124159640811219	0.343538770862217	1
GO_BIOMINERALIZATION	GO_BIOMINERALIZATION	0.0124159640811219	0.343538770862217	1
GO_NEGATIVE_REGULATION_OF_HISTONE_METHYLATION	GO_NEGATIVE_REGULATION_OF_HISTONE_METHYLATION	0.0125727343357012	0.345337221206159	1
GO_HISTONE_H3_DEACETYLATION	GO_HISTONE_H3_DEACETYLATION	0.0125727343357012	0.345337221206159	1
GO_POSITIVE_REGULATION_OF_HYDROLASE_ACTIVITY	GO_POSITIVE_REGULATION_OF_HYDROLASE_ACTIVITY	0.0126892428173533	0.346388995368992	1
GO_CHROMATIN_ASSEMBLY	GO_CHROMATIN_ASSEMBLY	0.0127274452181044	0.346388995368992	1
GO_RHYTHMIC_PROCESS	GO_RHYTHMIC_PROCESS	0.0127906967627132	0.346388995368992	1
GO_REGULATION_OF_PROTEIN_LOCALIZATION	GO_REGULATION_OF_PROTEIN_LOCALIZATION	0.0127951289812091	0.346388995368992	1
GO_POSITIVE_REGULATION_OF_OSTEOBLAST_DIFFERENTIATION	GO_POSITIVE_REGULATION_OF_OSTEOBLAST_DIFFERENTIATION	0.0129527754325612	0.349399956650377	1
GO_RESPONSE_TO_OXIDATIVE_STRESS	GO_RESPONSE_TO_OXIDATIVE_STRESS	0.0130173133746974	0.349886787349902	1
GO_RESPONSE_TO_RADIATION	GO_RESPONSE_TO_RADIATION	0.0135607404195825	0.362853314838887	1
GO_MITOTIC_SPINDLE_ORGANIZATION	GO_MITOTIC_SPINDLE_ORGANIZATION	0.0136443646159188	0.362853314838887	1
GO_REGULATION_OF_DNA_REPLICATION	GO_REGULATION_OF_DNA_REPLICATION	0.0136443646159188	0.362853314838887	1
GO_CEREBELLAR_CORTEX_FORMATION	GO_CEREBELLAR_CORTEX_FORMATION	0.0138185515508299	0.366191616096991	1
GO_MUSCLE_ADAPTATION	GO_MUSCLE_ADAPTATION	0.0140766977320976	0.37172360397111	1
GO_SYNAPTIC_VESICLE_ENDOCYTOSIS	GO_SYNAPTIC_VESICLE_ENDOCYTOSIS	0.0142135282216359	0.374024522363746	1
GO_REGULATION_OF_TRANSMEMBRANE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_SIGNALING_PATHWAY	GO_REGULATION_OF_TRANSMEMBRANE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_SIGNALING_PATHWAY	0.0143215791717367	0.375369485757501	1
GO_HEMATOPOIETIC_PROGENITOR_CELL_DIFFERENTIATION	GO_HEMATOPOIETIC_PROGENITOR_CELL_DIFFERENTIATION	0.0143643916952113	0.375369485757501	1
GO_REGULATION_OF_EXTENT_OF_CELL_GROWTH	GO_REGULATION_OF_EXTENT_OF_CELL_GROWTH	0.0145176354321091	0.376757669869149	1
GO_LIMBIC_SYSTEM_DEVELOPMENT	GO_LIMBIC_SYSTEM_DEVELOPMENT	0.0145176354321091	0.376757669869149	1
GO_POSITIVE_REGULATION_OF_NEUROBLAST_PROLIFERATION	GO_POSITIVE_REGULATION_OF_NEUROBLAST_PROLIFERATION	0.0151155516845571	0.386693130798316	1
GO_NEGATIVE_REGULATION_OF_PROTEIN_ACETYLATION	GO_NEGATIVE_REGULATION_OF_PROTEIN_ACETYLATION	0.0151155516845571	0.386693130798316	1
GO_LENS_MORPHOGENESIS_IN_CAMERA_TYPE_EYE	GO_LENS_MORPHOGENESIS_IN_CAMERA_TYPE_EYE	0.0151155516845571	0.386693130798316	1
GO_MACROMOLECULE_METHYLATION	GO_MACROMOLECULE_METHYLATION	0.0151532667240066	0.386693130798316	1
GO_NEGATIVE_REGULATION_OF_MOLECULAR_FUNCTION	GO_NEGATIVE_REGULATION_OF_MOLECULAR_FUNCTION	0.0151573842127961	0.386693130798316	1
GO_POSITIVE_REGULATION_OF_CELL_CYCLE	GO_POSITIVE_REGULATION_OF_CELL_CYCLE	0.015226094354758	0.387133736871314	1
GO_BONE_MINERALIZATION	GO_BONE_MINERALIZATION	0.0154255361008224	0.390181636210467	1
GO_REGULATION_OF_ACTIN_FILAMENT_BASED_PROCESS	GO_REGULATION_OF_ACTIN_FILAMENT_BASED_PROCESS	0.0154496581970129	0.390181636210467	1
GO_CATECHOLAMINE_SECRETION	GO_CATECHOLAMINE_SECRETION	0.0155415585772727	0.391189865727606	1
GO_CYTOKINESIS	GO_CYTOKINESIS	0.0157715966597439	0.395656788204107	1
GO_CHROMATIN_REMODELING	GO_CHROMATIN_REMODELING	0.0161372556553839	0.403485003529631	1
GO_REGULATION_OF_BINDING	GO_REGULATION_OF_BINDING	0.0163678099281358	0.40656486132865	1
GO_COLUMNAR_CUBOIDAL_EPITHELIAL_CELL_DIFFERENTIATION	GO_COLUMNAR_CUBOIDAL_EPITHELIAL_CELL_DIFFERENTIATION	0.0163684763463435	0.40656486132865	1
GO_POSITIVE_REGULATION_OF_DEVELOPMENTAL_GROWTH	GO_POSITIVE_REGULATION_OF_DEVELOPMENTAL_GROWTH	0.0165085262679108	0.408694633856239	1
GO_MICROTUBULE_POLYMERIZATION_OR_DEPOLYMERIZATION	GO_MICROTUBULE_POLYMERIZATION_OR_DEPOLYMERIZATION	0.0168532085216166	0.415210668249035	1
GO_CELL_MATURATION	GO_CELL_MATURATION	0.0168854419668056	0.415210668249035	1
GO_REGULATION_OF_OXIDATIVE_STRESS_INDUCED_CELL_DEATH	GO_REGULATION_OF_OXIDATIVE_STRESS_INDUCED_CELL_DEATH	0.0169372409184765	0.415210668249035	1
GO_NEGATIVE_REGULATION_OF_MATRIX_METALLOPEPTIDASE_SECRETION	GO_NEGATIVE_REGULATION_OF_MATRIX_METALLOPEPTIDASE_SECRETION	0.017092847922286	0.417664848906249	1
GO_REGULATION_OF_GLIOGENESIS	GO_REGULATION_OF_GLIOGENESIS	0.0173468445793397	0.421136620335842	1
GO_NEGATIVE_REGULATION_OF_TRANSMEMBRANE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_SIGNALING_PATHWAY	GO_NEGATIVE_REGULATION_OF_TRANSMEMBRANE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_SIGNALING_PATHWAY	0.0173468445793397	0.421136620335842	1
GO_REGULATION_OF_STEM_CELL_PROLIFERATION	GO_REGULATION_OF_STEM_CELL_PROLIFERATION	0.0176605458858695	0.426004065182866	1
GO_HISTONE_H4_ACETYLATION	GO_HISTONE_H4_ACETYLATION	0.0176605458858695	0.426004065182866	1
GO_POSITIVE_REGULATION_OF_CILIUM_ASSEMBLY	GO_POSITIVE_REGULATION_OF_CILIUM_ASSEMBLY	0.0178592745894086	0.429421407539581	1
GO_ACTIN_FILAMENT_ORGANIZATION	GO_ACTIN_FILAMENT_ORGANIZATION	0.0180686324503341	0.433071744653549	1
GO_RESPONSE_TO_HEAT	GO_RESPONSE_TO_HEAT	0.0184502089484291	0.439418584005942	1
GO_REGULATION_OF_CELL_SIZE	GO_REGULATION_OF_CELL_SIZE	0.0184502089484291	0.439418584005942	1
GO_PROTEIN_METHYLATION	GO_PROTEIN_METHYLATION	0.0188558360019292	0.446865044407825	1
GO_CEREBRAL_CORTEX_DEVELOPMENT	GO_CEREBRAL_CORTEX_DEVELOPMENT	0.0188816215946968	0.446865044407825	1
GO_NEGATIVE_REGULATION_OF_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION	GO_NEGATIVE_REGULATION_OF_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION	0.0192672992358412	0.454563304228655	1
GO_DNA_CONFORMATION_CHANGE	GO_DNA_CONFORMATION_CHANGE	0.0195565049911453	0.4599445517605	1
GO_RESPONSE_TO_INORGANIC_SUBSTANCE	GO_RESPONSE_TO_INORGANIC_SUBSTANCE	0.0197050979014887	0.461995535223065	1
GO_REGULATION_OF_SECRETION	GO_REGULATION_OF_SECRETION	0.0197807066459462	0.462327944774507	1
GO_CENTROSOME_DUPLICATION	GO_CENTROSOME_DUPLICATION	0.0199326493664289	0.463003454110321	1
GO_DNA_METHYLATION	GO_DNA_METHYLATION	0.0199326493664289	0.463003454110321	1
GO_POSITIVE_REGULATION_OF_BINDING	GO_POSITIVE_REGULATION_OF_BINDING	0.02010785454546	0.465636040951175	1
GO_CELL_GROWTH	GO_CELL_GROWTH	0.0202060549244873	0.466474752643225	1
GO_REGULATION_OF_DNA_REPAIR	GO_REGULATION_OF_DNA_REPAIR	0.0204980816803983	0.471426266598101	1
GO_NEGATIVE_REGULATION_OF_AXONOGENESIS	GO_NEGATIVE_REGULATION_OF_AXONOGENESIS	0.0207241447985955	0.471426266598101	1
GO_EMBRYONIC_CAMERA_TYPE_EYE_MORPHOGENESIS	GO_EMBRYONIC_CAMERA_TYPE_EYE_MORPHOGENESIS	0.020796375300368	0.471426266598101	1
GO_RESPONSE_TO_AUDITORY_STIMULUS	GO_RESPONSE_TO_AUDITORY_STIMULUS	0.020796375300368	0.471426266598101	1
GO_REGULATION_OF_LONG_TERM_NEURONAL_SYNAPTIC_PLASTICITY	GO_REGULATION_OF_LONG_TERM_NEURONAL_SYNAPTIC_PLASTICITY	0.020796375300368	0.471426266598101	1
GO_REGULATION_OF_OXIDATIVE_STRESS_INDUCED_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	GO_REGULATION_OF_OXIDATIVE_STRESS_INDUCED_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	0.020796375300368	0.471426266598101	1
GO_REGULATION_OF_AXONOGENESIS	GO_REGULATION_OF_AXONOGENESIS	0.0209721106486248	0.473982296521171	1
GO_POSITIVE_REGULATION_OF_CELLULAR_PROTEIN_LOCALIZATION	GO_POSITIVE_REGULATION_OF_CELLULAR_PROTEIN_LOCALIZATION	0.0214175374002436	0.482599959503693	1
GO_NEGATIVE_REGULATION_OF_SIGNALING	GO_NEGATIVE_REGULATION_OF_SIGNALING	0.0216029864371897	0.485325599779968	1
GO_NEGATIVE_REGULATION_OF_TRANSPORT	GO_NEGATIVE_REGULATION_OF_TRANSPORT	0.021985548351926	0.492450109811294	1
GO_REGULATION_OF_SYNAPTIC_PLASTICITY	GO_REGULATION_OF_SYNAPTIC_PLASTICITY	0.022313430342803	0.496369569248818	1
GO_REGULATION_OF_TRANSCRIPTION_INITIATION_FROM_RNA_POLYMERASE_II_PROMOTER	GO_REGULATION_OF_TRANSCRIPTION_INITIATION_FROM_RNA_POLYMERASE_II_PROMOTER	0.0223351436333273	0.496369569248818	1
GO_TRANSMISSION_OF_NERVE_IMPULSE	GO_TRANSMISSION_OF_NERVE_IMPULSE	0.0223583954259034	0.496369569248818	1
GO_TAXIS	GO_TAXIS	0.0227136895127629	0.499880199456438	1
GO_ACTOMYOSIN_STRUCTURE_ORGANIZATION	GO_ACTOMYOSIN_STRUCTURE_ORGANIZATION	0.0227726292717289	0.499880199456438	1
GO_REGULATION_OF_OSSIFICATION	GO_REGULATION_OF_OSSIFICATION	0.0227726292717289	0.499880199456438	1
GO_REGULATION_OF_DNA_BINDING	GO_REGULATION_OF_DNA_BINDING	0.0227822094623383	0.499880199456438	1
GO_ESTABLISHMENT_OF_ORGANELLE_LOCALIZATION	GO_ESTABLISHMENT_OF_ORGANELLE_LOCALIZATION	0.0236238815334275	0.515712059710767	1
GO_POSITIVE_REGULATION_OF_PEPTIDASE_ACTIVITY	GO_POSITIVE_REGULATION_OF_PEPTIDASE_ACTIVITY	0.0237093240313481	0.515712059710767	1
GO_DNA_BIOSYNTHETIC_PROCESS	GO_DNA_BIOSYNTHETIC_PROCESS	0.0237093240313481	0.515712059710767	1
GO_DEVELOPMENTAL_GROWTH	GO_DEVELOPMENTAL_GROWTH	0.0238761648488874	0.515811814480228	1
GO_CELL_PROLIFERATION_IN_FOREBRAIN	GO_CELL_PROLIFERATION_IN_FOREBRAIN	0.023919522090566	0.515811814480228	1
