pathway	Description	p.Val	FDR	Phenotype
GO_REGULATION_OF_ACTOMYOSIN_STRUCTURE_ORGANIZATION	GO_REGULATION_OF_ACTOMYOSIN_STRUCTURE_ORGANIZATION	4.79941133663767e-05	0.00220236960822975	1
GO_NEGATIVE_REGULATION_OF_COAGULATION	GO_NEGATIVE_REGULATION_OF_COAGULATION	4.82847442675936e-05	0.00220236960822975	1
GO_EMBRYONIC_PLACENTA_DEVELOPMENT	GO_EMBRYONIC_PLACENTA_DEVELOPMENT	5.11535996450799e-05	0.00231916862005344	1
GO_NEGATIVE_REGULATION_OF_CELL_PROJECTION_ORGANIZATION	GO_NEGATIVE_REGULATION_OF_CELL_PROJECTION_ORGANIZATION	5.16911295618061e-05	0.00232950563522247	1
GO_REGULATION_OF_TRANSMEMBRANE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_SIGNALING_PATHWAY	GO_REGULATION_OF_TRANSMEMBRANE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_SIGNALING_PATHWAY	5.21638895506318e-05	0.00233681805213128	1
GO_POSITIVE_REGULATION_OF_RESPONSE_TO_EXTERNAL_STIMULUS	GO_POSITIVE_REGULATION_OF_RESPONSE_TO_EXTERNAL_STIMULUS	5.50395581887328e-05	0.00245105156762369	1
GO_DEFENSE_RESPONSE_TO_OTHER_ORGANISM	GO_DEFENSE_RESPONSE_TO_OTHER_ORGANISM	5.69793842852192e-05	0.00252251085959153	1
GO_RESPONSE_TO_ESTRADIOL	GO_RESPONSE_TO_ESTRADIOL	5.91099390072042e-05	0.00260152866063286	1
GO_POSITIVE_REGULATION_OF_BINDING	GO_POSITIVE_REGULATION_OF_BINDING	6.05181634448092e-05	0.00264802150049787	1
GO_REGULATION_OF_ACTIN_FILAMENT_BUNDLE_ASSEMBLY	GO_REGULATION_OF_ACTIN_FILAMENT_BUNDLE_ASSEMBLY	6.16427159404645e-05	0.00268163630154876	1
GO_EMBRYO_DEVELOPMENT	GO_EMBRYO_DEVELOPMENT	6.27064704088504e-05	0.0027122350361897	1
GO_NEGATIVE_REGULATION_OF_CELL_DIFFERENTIATION	GO_NEGATIVE_REGULATION_OF_CELL_DIFFERENTIATION	6.46999321478494e-05	0.00278246679625551	1
GO_POSITIVE_REGULATION_OF_VASCULATURE_DEVELOPMENT	GO_POSITIVE_REGULATION_OF_VASCULATURE_DEVELOPMENT	6.53814184414309e-05	0.00279579860903528	1
GO_POSITIVE_REGULATION_OF_PROTEIN_BINDING	GO_POSITIVE_REGULATION_OF_PROTEIN_BINDING	6.95417497701024e-05	0.00295689948457509	1
GO_POSITIVE_REGULATION_OF_CELLULAR_COMPONENT_ORGANIZATION	GO_POSITIVE_REGULATION_OF_CELLULAR_COMPONENT_ORGANIZATION	7.3262298146743e-05	0.00308347828570646	1
GO_ERK1_AND_ERK2_CASCADE	GO_ERK1_AND_ERK2_CASCADE	7.33381096387798e-05	0.00308347828570646	1
GO_REGULATION_OF_PROTEIN_LOCALIZATION_TO_PLASMA_MEMBRANE	GO_REGULATION_OF_PROTEIN_LOCALIZATION_TO_PLASMA_MEMBRANE	7.37831328256114e-05	0.00308495476469751	1
GO_ACTOMYOSIN_STRUCTURE_ORGANIZATION	GO_ACTOMYOSIN_STRUCTURE_ORGANIZATION	7.60865636435683e-05	0.00316368772365467	1
GO_NEGATIVE_REGULATION_OF_RESPONSE_TO_EXTERNAL_STIMULUS	GO_NEGATIVE_REGULATION_OF_RESPONSE_TO_EXTERNAL_STIMULUS	8.00688525693279e-05	0.00330966749183155	1
GO_REGULATION_OF_CELL_SUBSTRATE_JUNCTION_ASSEMBLY	GO_REGULATION_OF_CELL_SUBSTRATE_JUNCTION_ASSEMBLY	8.04769002132837e-05	0.00330966749183155	1
GO_SMALL_GTPASE_MEDIATED_SIGNAL_TRANSDUCTION	GO_SMALL_GTPASE_MEDIATED_SIGNAL_TRANSDUCTION	8.23311380025103e-05	0.00336752252503746	1
GO_CELL_SUBSTRATE_JUNCTION_ORGANIZATION	GO_CELL_SUBSTRATE_JUNCTION_ORGANIZATION	8.28843819243974e-05	0.0033718262614217	1
GO_RESPONSE_TO_DRUG	GO_RESPONSE_TO_DRUG	8.51021043966476e-05	0.00344343246069446	1
GO_REGULATION_OF_KERATINOCYTE_PROLIFERATION	GO_REGULATION_OF_KERATINOCYTE_PROLIFERATION	8.71129908554059e-05	0.00348859652450032	1
GO_POSITIVE_REGULATION_OF_ACTIN_FILAMENT_BUNDLE_ASSEMBLY	GO_POSITIVE_REGULATION_OF_ACTIN_FILAMENT_BUNDLE_ASSEMBLY	8.71453822224369e-05	0.00348859652450032	1
GO_PROTEIN_KINASE_B_SIGNALING	GO_PROTEIN_KINASE_B_SIGNALING	8.76404295266965e-05	0.00348985117787258	1
GO_EMBRYONIC_ORGAN_DEVELOPMENT	GO_EMBRYONIC_ORGAN_DEVELOPMENT	9.09178989372104e-05	0.00360130582842866	1
GO_POSITIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_CELL_PERIPHERY	GO_POSITIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_CELL_PERIPHERY	0.000101750729624721	0.00399764498045608	1
GO_ANIMAL_ORGAN_MORPHOGENESIS	GO_ANIMAL_ORGAN_MORPHOGENESIS	0.000101986159480145	0.00399764498045608	1
GO_RESPONSE_TO_KETONE	GO_RESPONSE_TO_KETONE	0.000105572874445129	0.00411679509364788	1
GO_NEGATIVE_REGULATION_OF_CELLULAR_RESPONSE_TO_GROWTH_FACTOR_STIMULUS	GO_NEGATIVE_REGULATION_OF_CELLULAR_RESPONSE_TO_GROWTH_FACTOR_STIMULUS	0.000106395951566271	0.00412750480148327	1
GO_ENDOTHELIAL_CELL_MIGRATION	GO_ENDOTHELIAL_CELL_MIGRATION	0.000113267674903397	0.00437155139139981	1
GO_RAS_PROTEIN_SIGNAL_TRANSDUCTION	GO_RAS_PROTEIN_SIGNAL_TRANSDUCTION	0.000120040042455836	0.00460929265062563	1
GO_BRANCHING_MORPHOGENESIS_OF_AN_EPITHELIAL_TUBE	GO_BRANCHING_MORPHOGENESIS_OF_AN_EPITHELIAL_TUBE	0.000120805653406143	0.0046151438961149	1
GO_ACTIVATION_OF_MAPK_ACTIVITY	GO_ACTIVATION_OF_MAPK_ACTIVITY	0.000131264150834271	0.00498936363221579	1
GO_ACTIVATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY	GO_ACTIVATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY	0.000134962124606703	0.00505335795915447	1
GO_REGULATION_OF_PLASMINOGEN_ACTIVATION	GO_REGULATION_OF_PLASMINOGEN_ACTIVATION	0.000134962124606703	0.00505335795915447	1
GO_ESTABLISHMENT_OR_MAINTENANCE_OF_ACTIN_CYTOSKELETON_POLARITY	GO_ESTABLISHMENT_OR_MAINTENANCE_OF_ACTIN_CYTOSKELETON_POLARITY	0.000134962124606703	0.00505335795915447	1
GO_PLACENTA_DEVELOPMENT	GO_PLACENTA_DEVELOPMENT	0.00013676236826434	0.00509541377998725	1
GO_CELLULAR_RESPONSE_TO_OXYGEN_CONTAINING_COMPOUND	GO_CELLULAR_RESPONSE_TO_OXYGEN_CONTAINING_COMPOUND	0.000139360988398206	0.0051666541807138	1
GO_EPITHELIAL_CELL_DIFFERENTIATION	GO_EPITHELIAL_CELL_DIFFERENTIATION	0.00014342648677988	0.00529131244855577	1
GO_CELLULAR_MACROMOLECULE_LOCALIZATION	GO_CELLULAR_MACROMOLECULE_LOCALIZATION	0.00014531183752626	0.00533471653279332	1
GO_REGULATION_OF_ENDOTHELIAL_CELL_MIGRATION	GO_REGULATION_OF_ENDOTHELIAL_CELL_MIGRATION	0.000148319738914636	0.00541871046151237	1
GO_REGULATION_OF_CELL_MIGRATION_INVOLVED_IN_SPROUTING_ANGIOGENESIS	GO_REGULATION_OF_CELL_MIGRATION_INVOLVED_IN_SPROUTING_ANGIOGENESIS	0.000155479329658851	0.005652837850302	1
GO_CELL_ADHESION_MEDIATED_BY_INTEGRIN	GO_CELL_ADHESION_MEDIATED_BY_INTEGRIN	0.000157022700303893	0.00568150405041874	1
GO_CYTOKINE_PRODUCTION	GO_CYTOKINE_PRODUCTION	0.000159378777665637	0.00573916115173008	1
GO_VESICLE_ORGANIZATION	GO_VESICLE_ORGANIZATION	0.000161455759073981	0.00578626687043228	1
GO_T_CELL_ACTIVATION	GO_T_CELL_ACTIVATION	0.000176852341731476	0.00630801290934165	1
GO_CELLULAR_RESPONSE_TO_EXTERNAL_STIMULUS	GO_CELLULAR_RESPONSE_TO_EXTERNAL_STIMULUS	0.000178135527440753	0.00632381122414671	1
GO_NEGATIVE_REGULATION_OF_TRANSFERASE_ACTIVITY	GO_NEGATIVE_REGULATION_OF_TRANSFERASE_ACTIVITY	0.000182416463476983	0.00641665927333694	1
GO_LEUKOCYTE_CELL_CELL_ADHESION	GO_LEUKOCYTE_CELL_CELL_ADHESION	0.000182525053167125	0.00641665927333694	1
GO_REGULATION_OF_CELLULAR_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA_STIMULUS	GO_REGULATION_OF_CELLULAR_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA_STIMULUS	0.000183308762126952	0.00641665927333694	1
GO_MORPHOGENESIS_OF_AN_EPITHELIUM	GO_MORPHOGENESIS_OF_AN_EPITHELIUM	0.000187656094349358	0.00653842484293179	1
GO_ORGANONITROGEN_COMPOUND_CATABOLIC_PROCESS	GO_ORGANONITROGEN_COMPOUND_CATABOLIC_PROCESS	0.000191202913415585	0.00660865522566252	1
GO_MEMBRANE_BIOGENESIS	GO_MEMBRANE_BIOGENESIS	0.000191427961625622	0.00660865522566252	1
GO_POSITIVE_REGULATION_OF_CELL_SUBSTRATE_ADHESION	GO_POSITIVE_REGULATION_OF_CELL_SUBSTRATE_ADHESION	0.000201894565823546	0.00693816667757082	1
GO_NEGATIVE_REGULATION_OF_MULTI_ORGANISM_PROCESS	GO_NEGATIVE_REGULATION_OF_MULTI_ORGANISM_PROCESS	0.000212353566128371	0.0072644224485551	1
GO_TISSUE_REMODELING	GO_TISSUE_REMODELING	0.00021859356977329	0.0074440507063972	1
GO_COAGULATION	GO_COAGULATION	0.000221036085337829	0.00749009558711915	1
GO_REGULATION_OF_PROTEIN_LOCALIZATION_TO_CELL_PERIPHERY	GO_REGULATION_OF_PROTEIN_LOCALIZATION_TO_CELL_PERIPHERY	0.00022193613020563	0.00749009558711915	1
GO_RESPONSE_TO_REACTIVE_OXYGEN_SPECIES	GO_RESPONSE_TO_REACTIVE_OXYGEN_SPECIES	0.000225996744668418	0.00759308705524338	1
GO_MUSCLE_STRUCTURE_DEVELOPMENT	GO_MUSCLE_STRUCTURE_DEVELOPMENT	0.000230047038155876	0.00769481781849388	1
GO_ENDODERM_DEVELOPMENT	GO_ENDODERM_DEVELOPMENT	0.000232751547100586	0.00775083249326997	1
GO_POSITIVE_REGULATION_OF_CELL_DIFFERENTIATION	GO_POSITIVE_REGULATION_OF_CELL_DIFFERENTIATION	0.00024103633493772	0.00799136324555631	1
GO_HEART_DEVELOPMENT	GO_HEART_DEVELOPMENT	0.000244803741003992	0.0080806708543686	1
GO_REGULATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY_INVOLVED_IN_APOPTOTIC_SIGNALING_PATHWAY	GO_REGULATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY_INVOLVED_IN_APOPTOTIC_SIGNALING_PATHWAY	0.000248064254110044	0.00815253963507508	1
GO_NEGATIVE_REGULATION_OF_APOPTOTIC_SIGNALING_PATHWAY	GO_NEGATIVE_REGULATION_OF_APOPTOTIC_SIGNALING_PATHWAY	0.000263277406078994	0.00857891700978329	1
GO_VASCULOGENESIS	GO_VASCULOGENESIS	0.000263317808830712	0.00857891700978329	1
GO_MEMBRANE_ORGANIZATION	GO_MEMBRANE_ORGANIZATION	0.000272126785157044	0.00882769907367205	1
GO_REGULATION_OF_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY	GO_REGULATION_OF_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY	0.00027442890753398	0.00886417149399458	1
GO_POSITIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_MEMBRANE	GO_POSITIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_MEMBRANE	0.000278938811620005	0.00897133972757333	1
GO_KERATINOCYTE_PROLIFERATION	GO_KERATINOCYTE_PROLIFERATION	0.000280726777882769	0.00899042438444986	1
GO_TAXIS	GO_TAXIS	0.000287882203339208	0.00918051467089357	1
GO_NEGATIVE_REGULATION_OF_INTERLEUKIN_8_PRODUCTION	GO_NEGATIVE_REGULATION_OF_INTERLEUKIN_8_PRODUCTION	0.000296070573222006	0.00940180225345493	1
GO_MAMMARY_GLAND_MORPHOGENESIS	GO_MAMMARY_GLAND_MORPHOGENESIS	0.000307040157589702	0.00967602648067841	1
GO_POSITIVE_REGULATION_OF_DEFENSE_RESPONSE	GO_POSITIVE_REGULATION_OF_DEFENSE_RESPONSE	0.000307277481913652	0.00967602648067841	1
GO_IMMUNE_SYSTEM_DEVELOPMENT	GO_IMMUNE_SYSTEM_DEVELOPMENT	0.000313483861285335	0.00983033141680595	1
GO_FOCAL_ADHESION_ASSEMBLY	GO_FOCAL_ADHESION_ASSEMBLY	0.000333503502986944	0.0104147193505383	1
GO_RESPONSE_TO_PROGESTERONE	GO_RESPONSE_TO_PROGESTERONE	0.000335075770515497	0.0104205795409076	1
GO_REGULATION_OF_BODY_FLUID_LEVELS	GO_REGULATION_OF_BODY_FLUID_LEVELS	0.000336495230619248	0.0104216588709484	1
GO_BRANCH_ELONGATION_OF_AN_EPITHELIUM	GO_BRANCH_ELONGATION_OF_AN_EPITHELIUM	0.000349686975179702	0.010727026034412	1
GO_POSITIVE_REGULATION_OF_ALPHA_BETA_T_CELL_PROLIFERATION	GO_POSITIVE_REGULATION_OF_ALPHA_BETA_T_CELL_PROLIFERATION	0.000349686975179702	0.010727026034412	1
GO_REGULATION_OF_TRANSPORT	GO_REGULATION_OF_TRANSPORT	0.000350630933359734	0.010727026034412	1
GO_GASTRULATION	GO_GASTRULATION	0.000359784110255899	0.0109624907440725	1
GO_REGULATION_OF_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION	GO_REGULATION_OF_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION	0.000368659017839728	0.0111876119687976	1
GO_NEGATIVE_REGULATION_OF_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION	GO_NEGATIVE_REGULATION_OF_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION	0.000372149052122308	0.0112481677360341	1
GO_TISSUE_MORPHOGENESIS	GO_TISSUE_MORPHOGENESIS	0.000380285236251214	0.0114481067521065	1
GO_RESPONSE_TO_TUMOR_NECROSIS_FACTOR	GO_RESPONSE_TO_TUMOR_NECROSIS_FACTOR	0.000396209925335823	0.0118436242564939	1
GO_REGULATION_OF_CELL_ADHESION_MEDIATED_BY_INTEGRIN	GO_REGULATION_OF_CELL_ADHESION_MEDIATED_BY_INTEGRIN	0.000396570995566896	0.0118436242564939	1
GO_EMBRYONIC_MORPHOGENESIS	GO_EMBRYONIC_MORPHOGENESIS	0.000404867156043953	0.0120435976932284	1
GO_RESPONSE_TO_PEPTIDE	GO_RESPONSE_TO_PEPTIDE	0.000409166273249597	0.0120763569516389	1
GO_POSITIVE_REGULATION_OF_CELL_MIGRATION_INVOLVED_IN_SPROUTING_ANGIOGENESIS	GO_POSITIVE_REGULATION_OF_CELL_MIGRATION_INVOLVED_IN_SPROUTING_ANGIOGENESIS	0.000409177653822472	0.0120763569516389	1
GO_INTERFERON_GAMMA_MEDIATED_SIGNALING_PATHWAY	GO_INTERFERON_GAMMA_MEDIATED_SIGNALING_PATHWAY	0.000417010640664563	0.0122594612564121	1
GO_ACTIN_FILAMENT_BASED_PROCESS	GO_ACTIN_FILAMENT_BASED_PROCESS	0.000436539429273679	0.0127340920337741	1
GO_POSITIVE_REGULATION_OF_HYDROLASE_ACTIVITY	GO_POSITIVE_REGULATION_OF_HYDROLASE_ACTIVITY	0.000436539429273679	0.0127340920337741	1
GO_ACTIVATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY_INVOLVED_IN_APOPTOTIC_PROCESS	GO_ACTIVATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY_INVOLVED_IN_APOPTOTIC_PROCESS	0.000440150572822043	0.0127792411103297	1
GO_NEGATIVE_REGULATION_OF_KINASE_ACTIVITY	GO_NEGATIVE_REGULATION_OF_KINASE_ACTIVITY	0.000441483216673627	0.0127792411103297	1
GO_REGULATION_OF_ACTIN_FILAMENT_BASED_PROCESS	GO_REGULATION_OF_ACTIN_FILAMENT_BASED_PROCESS	0.000459798458997497	0.0132584030743876	1
GO_RESPONSE_TO_HYDROGEN_PEROXIDE	GO_RESPONSE_TO_HYDROGEN_PEROXIDE	0.000462966530055332	0.0132988019282306	1
GO_REGULATION_OF_PROTEIN_LOCALIZATION_TO_MEMBRANE	GO_REGULATION_OF_PROTEIN_LOCALIZATION_TO_MEMBRANE	0.000483815814699255	0.013844858636603	1
GO_REGENERATION	GO_REGENERATION	0.000499472493026043	0.0142387499337651	1
GO_POSITIVE_REGULATION_OF_CELL_MATRIX_ADHESION	GO_POSITIVE_REGULATION_OF_CELL_MATRIX_ADHESION	0.000503349033404286	0.0142413715240626	1
GO_INTERFERON_BETA_PRODUCTION	GO_INTERFERON_BETA_PRODUCTION	0.000503349033404286	0.0142413715240626	1
GO_CELLULAR_RESPONSE_TO_LIPID	GO_CELLULAR_RESPONSE_TO_LIPID	0.000505818498861216	0.0142576405334439	1
GO_INTERSPECIES_INTERACTION_BETWEEN_ORGANISMS	GO_INTERSPECIES_INTERACTION_BETWEEN_ORGANISMS	0.000532277243785839	0.0149094099735278	1
GO_PLASMA_MEMBRANE_RAFT_ASSEMBLY	GO_PLASMA_MEMBRANE_RAFT_ASSEMBLY	0.000532903439128221	0.0149094099735278	1
GO_REGULATION_OF_PEPTIDYL_SERINE_PHOSPHORYLATION	GO_REGULATION_OF_PEPTIDYL_SERINE_PHOSPHORYLATION	0.000541737659425044	0.0150819982893201	1
GO_NEGATIVE_REGULATION_OF_ERBB_SIGNALING_PATHWAY	GO_NEGATIVE_REGULATION_OF_ERBB_SIGNALING_PATHWAY	0.000543080193516575	0.0150819982893201	1
GO_RESPONSE_TO_NITROGEN_COMPOUND	GO_RESPONSE_TO_NITROGEN_COMPOUND	0.000545841881648545	0.0151029632400256	1
GO_CELLULAR_RESPONSE_TO_ORGANIC_CYCLIC_COMPOUND	GO_CELLULAR_RESPONSE_TO_ORGANIC_CYCLIC_COMPOUND	0.000555212314980795	0.015305962939727	1
GO_REGULATION_OF_PEPTIDYL_TYROSINE_PHOSPHORYLATION	GO_REGULATION_OF_PEPTIDYL_TYROSINE_PHOSPHORYLATION	0.000561767691432775	0.0154301592909601	1
GO_PEPTIDYL_SERINE_MODIFICATION	GO_PEPTIDYL_SERINE_MODIFICATION	0.000576262873274144	0.0157707432154953	1
GO_KIDNEY_EPITHELIUM_DEVELOPMENT	GO_KIDNEY_EPITHELIUM_DEVELOPMENT	0.00058483977955979	0.015894009268722	1
GO_LUNG_MORPHOGENESIS	GO_LUNG_MORPHOGENESIS	0.000584990774307201	0.015894009268722	1
GO_RESPONSE_TO_ANTIBIOTIC	GO_RESPONSE_TO_ANTIBIOTIC	0.000616526421439145	0.0166905677976655	1
GO_METANEPHRIC_NEPHRON_EPITHELIUM_DEVELOPMENT	GO_METANEPHRIC_NEPHRON_EPITHELIUM_DEVELOPMENT	0.000625438285307724	0.0168216327832668	1
GO_CELL_MIGRATION_INVOLVED_IN_SPROUTING_ANGIOGENESIS	GO_CELL_MIGRATION_INVOLVED_IN_SPROUTING_ANGIOGENESIS	0.000629147237338188	0.0168216327832668	1
GO_POSITIVE_REGULATION_OF_BLOOD_VESSEL_ENDOTHELIAL_CELL_MIGRATION	GO_POSITIVE_REGULATION_OF_BLOOD_VESSEL_ENDOTHELIAL_CELL_MIGRATION	0.000629147237338188	0.0168216327832668	1
GO_POSITIVE_REGULATION_OF_NEURON_DEATH	GO_POSITIVE_REGULATION_OF_NEURON_DEATH	0.00063030832379501	0.0168216327832668	1
GO_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY	GO_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY	0.000639809453468099	0.0170148620028301	1
GO_CELLULAR_RESPONSE_TO_HORMONE_STIMULUS	GO_CELLULAR_RESPONSE_TO_HORMONE_STIMULUS	0.000652164149692961	0.0172217101424183	1
GO_NEGATIVE_REGULATION_OF_CELLULAR_COMPONENT_ORGANIZATION	GO_NEGATIVE_REGULATION_OF_CELLULAR_COMPONENT_ORGANIZATION	0.000652164149692961	0.0172217101424183	1
GO_POSITIVE_REGULATION_OF_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY	GO_POSITIVE_REGULATION_OF_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY	0.000655768761124413	0.01725634858819	1
GO_MORPHOGENESIS_OF_A_BRANCHING_STRUCTURE	GO_MORPHOGENESIS_OF_A_BRANCHING_STRUCTURE	0.000659352170266412	0.0172901896635018	1
GO_VIRAL_LIFE_CYCLE	GO_VIRAL_LIFE_CYCLE	0.000673768970007402	0.017606893292624	1
GO_EPITHELIAL_TUBE_MORPHOGENESIS	GO_EPITHELIAL_TUBE_MORPHOGENESIS	0.000688738702762957	0.0179358044186644	1
GO_RESPIRATORY_SYSTEM_DEVELOPMENT	GO_RESPIRATORY_SYSTEM_DEVELOPMENT	0.000699858242907413	0.0181101802469656	1
GO_REGULATION_OF_CELL_ACTIVATION	GO_REGULATION_OF_CELL_ACTIVATION	0.000700247469022987	0.0181101802469656	1
GO_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	GO_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	0.000704283820750526	0.0181521919005769	1
GO_PROTEIN_LOCALIZATION_TO_MEMBRANE	GO_PROTEIN_LOCALIZATION_TO_MEMBRANE	0.000717915759789723	0.0184403891064077	1
GO_RESPONSE_TO_TOPOLOGICALLY_INCORRECT_PROTEIN	GO_RESPONSE_TO_TOPOLOGICALLY_INCORRECT_PROTEIN	0.000720837843621213	0.018452468064943	1
GO_POSITIVE_REGULATION_OF_ENDOTHELIAL_CELL_MIGRATION	GO_POSITIVE_REGULATION_OF_ENDOTHELIAL_CELL_MIGRATION	0.00072834033930507	0.0185813199783388	1
GO_CELLULAR_RESPONSE_TO_ABIOTIC_STIMULUS	GO_CELLULAR_RESPONSE_TO_ABIOTIC_STIMULUS	0.000735288130986253	0.0186951975466302	1
GO_RESPONSE_TO_INORGANIC_SUBSTANCE	GO_RESPONSE_TO_INORGANIC_SUBSTANCE	0.00074657310402825	0.018918212730359	1
GO_SUBSTRATE_ADHESION_DEPENDENT_CELL_SPREADING	GO_SUBSTRATE_ADHESION_DEPENDENT_CELL_SPREADING	0.000763419467423586	0.0192801842678856	1
GO_RESPONSE_TO_CALCIUM_ION	GO_RESPONSE_TO_CALCIUM_ION	0.000784512300537943	0.0195647212074008	1
GO_NEGATIVE_REGULATION_OF_PHOSPHORUS_METABOLIC_PROCESS	GO_NEGATIVE_REGULATION_OF_PHOSPHORUS_METABOLIC_PROCESS	0.000795441795186789	0.0195647212074008	1
GO_ENDOCYTOSIS	GO_ENDOCYTOSIS	0.000795441795186789	0.0195647212074008	1
GO_NEGATIVE_REGULATION_OF_CARDIAC_MUSCLE_ADAPTATION	GO_NEGATIVE_REGULATION_OF_CARDIAC_MUSCLE_ADAPTATION	0.000795482951031709	0.0195647212074008	1
GO_NEGATIVE_REGULATION_OF_PLASMINOGEN_ACTIVATION	GO_NEGATIVE_REGULATION_OF_PLASMINOGEN_ACTIVATION	0.000795482951031709	0.0195647212074008	1
GO_POSITIVE_REGULATION_OF_T_HELPER_1_CELL_DIFFERENTIATION	GO_POSITIVE_REGULATION_OF_T_HELPER_1_CELL_DIFFERENTIATION	0.000795482951031709	0.0195647212074008	1
GO_RESPONSE_TO_UV_A	GO_RESPONSE_TO_UV_A	0.000795482951031709	0.0195647212074008	1
GO_KERATINOCYTE_APOPTOTIC_PROCESS	GO_KERATINOCYTE_APOPTOTIC_PROCESS	0.000795482951031709	0.0195647212074008	1
GO_POSITIVE_REGULATION_OF_CELL_SUBSTRATE_JUNCTION_ORGANIZATION	GO_POSITIVE_REGULATION_OF_CELL_SUBSTRATE_JUNCTION_ORGANIZATION	0.000803532734210558	0.0196983301552725	1
GO_POSITIVE_REGULATION_OF_TRANSPORT	GO_POSITIVE_REGULATION_OF_TRANSPORT	0.000811905625581126	0.0198389666822193	1
GO_NEGATIVE_REGULATION_OF_TRANSPORT	GO_NEGATIVE_REGULATION_OF_TRANSPORT	0.000827056324426423	0.0201437731314992	1
GO_REGULATION_OF_INFLAMMATORY_RESPONSE	GO_REGULATION_OF_INFLAMMATORY_RESPONSE	0.000836106205567442	0.0202632273063967	1
GO_EPITHELIAL_CELL_APOPTOTIC_PROCESS	GO_EPITHELIAL_CELL_APOPTOTIC_PROCESS	0.000837345693899732	0.0202632273063967	1
GO_REGULATION_OF_ORGANELLE_ORGANIZATION	GO_REGULATION_OF_ORGANELLE_ORGANIZATION	0.000880645599164893	0.021167311638552	1
GO_NEGATIVE_REGULATION_OF_CYTOKINE_PRODUCTION	GO_NEGATIVE_REGULATION_OF_CYTOKINE_PRODUCTION	0.00088186732428096	0.021167311638552	1
GO_POSITIVE_REGULATION_OF_WOUND_HEALING	GO_POSITIVE_REGULATION_OF_WOUND_HEALING	0.000885955775464242	0.021167311638552	1
GO_SYNCYTIUM_FORMATION	GO_SYNCYTIUM_FORMATION	0.000885955775464242	0.021167311638552	1
GO_CELL_DIFFERENTIATION_INVOLVED_IN_METANEPHROS_DEVELOPMENT	GO_CELL_DIFFERENTIATION_INVOLVED_IN_METANEPHROS_DEVELOPMENT	0.000903452220155315	0.0214491527094287	1
GO_MAMMARY_GLAND_EPITHELIAL_CELL_PROLIFERATION	GO_MAMMARY_GLAND_EPITHELIAL_CELL_PROLIFERATION	0.000903452220155315	0.0214491527094287	1
GO_CARTILAGE_DEVELOPMENT	GO_CARTILAGE_DEVELOPMENT	0.000907213150873791	0.0214707112373464	1
GO_INTERLEUKIN_1_PRODUCTION	GO_INTERLEUKIN_1_PRODUCTION	0.000958074649186806	0.0226033536356737	1
GO_MYELOID_CELL_DIFFERENTIATION	GO_MYELOID_CELL_DIFFERENTIATION	0.00100446561108947	0.0235546306918549	1
GO_POSITIVE_REGULATION_OF_ALPHA_BETA_T_CELL_ACTIVATION	GO_POSITIVE_REGULATION_OF_ALPHA_BETA_T_CELL_ACTIVATION	0.00100674304110704	0.0235546306918549	1
GO_RESPONSE_TO_MOLECULE_OF_BACTERIAL_ORIGIN	GO_RESPONSE_TO_MOLECULE_OF_BACTERIAL_ORIGIN	0.00100821233283608	0.0235546306918549	1
GO_METANEPHRIC_EPITHELIUM_DEVELOPMENT	GO_METANEPHRIC_EPITHELIUM_DEVELOPMENT	0.00101091492339478	0.0235546306918549	1
GO_SKIN_DEVELOPMENT	GO_SKIN_DEVELOPMENT	0.00104169580623955	0.0241969217214781	1
GO_VESICLE_BUDDING_FROM_MEMBRANE	GO_VESICLE_BUDDING_FROM_MEMBRANE	0.00104545097172201	0.024209427732861	1
